group,keywords,keyword_matches,gender,geo,multi_geo,csv_file,target_cpa,per_source_budget,max_bid,frequency_cap,max_daily_budget,variants,ios_version,android_version,ad_format,enabled,test_number
Demon,succubus,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,elf,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,monster,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,demon girl,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,horror,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,robot,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,monster girl,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,futanari,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,alien,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,witch,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,vampire,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,marvel,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,futa,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,harley quinn,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,nsfw,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,furry,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,nier automata,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,cyberpunk,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,video games,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,star wars,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,final fantasy,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,nun,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,hentai monster,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,size difference,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,sex games,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,catgirl,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,pokemon,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,lewd,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
Demon,tifa lockhart,,all,US,,Native_Demon_Dec25.csv,50,100,10,2,50,all mobile,>18.4,>11.0,Native,TRUE,6K
